Date;Sexe;Age;Rura;Card;Etud;pro;parent;parent2;Retraite;Regime_B;végétarien;diabétique;gluten;C_leg;C_frui;C_fec;C_lait;C_viaB;C_viaR;C_poi;C_indu;C_light;Pd_Frais;Crit_influe_C;Choix;Etiqt;Pub;5fj;5flj_p;reco;reco_P;A_patho;A_sante;Mangé_E;Repas;VF_Eq;VF_Su;VF_HO;VF_Fec;VF_soir;VF_saut;VF_Eq_Reg;VF_Eq_bon;VF_medi;pdp;modif;info;momnt;Qst;diét
2021-11-23 18:07:45.842;Femme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;5 x par semaine;1 x par jour;3 x par semaine;Jamais;1 x par semaine;Très rarement;Très rarement;Oui;Santé;Je regarde le prix;Nutri score ;Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais;;Non;;Oui;Oui;Manger de tout de façon raisonnable, se faire plaisir en sachant gérer les quantités ;Curry de pois chiche, dhal de lentilles corail (vege) ou poulet haricots patate douce, saumon épinards riz semi complet ;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Éviter les grignotages ;Favoriser les produits semi complet (ex: farine riz pâte, pain...) ;Oui;;;Non remboursé par la sécu (il me semble) Et diététicien = cliché = régime 
2021-11-23 18:08:51.122;Femme;18-34;Citad;Sud;Bac +5;Etudiant;Cadre;Chomeur;;Non;False;False;False;3 x par semaine;1 x par semaine;A tous les repas;1 x par jour;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Gout, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;1 produit laitier par jour (ou juste régulièrement ? Je ne sais plus);Oui;Oui;Pas trop gras/salé/sucré, manger varié;Un filet de poulet + galettes de légumes (maison donc oeuf + legumes râpés);Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui, Non;Diminuer les quantités ;Manger moins de viande dans un but écologique ;Oui;;;"Prix de la consultation + l'image du diététicien est plutôt orientée ""cas désespéré"", les gens pensent qu'ils peuvent se gérer eux même et sans suivi "
2021-11-23 18:09:02.369;Femme;+60;Citad;Sud;Brevet;Artisan;;;;Non;False;False;False;A tous les repas;A tous les repas;3 x par semaine;A tous les repas;1 x par semaine;1 x par semaine;3 x par semaine;Très rarement;Très rarement;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Manger moins salé;Oui;Oui;Manger de tout en quantité correcte;Endive au jambon béchamel, 1 mandarine, 1 Yaourt;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Fruits et Légumes et manger moins sucré et moins gras;Les fruits et Légumes avec Pépins suite a des diverticules;Oui;;;Consultation non remboursée et souvent onéreuse
2021-11-23 18:09:40.180;Femme;18-34;Citad;Nord;Bac+3;Etudiant;Salarié;;;Non;False;False;False;3 x par semaine;3 x par semaine;1 x par jour;1 x par jour;1 x par semaine;Très rarement;Très rarement;3 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;Peu de temps pour cuisiner et faire mes courses;Oui;3 produits laitiers par jour, ne pas manger trop gras, trop sucré, trop salé ;Oui;Oui;Manger un peu de toutes les familles d’aliments chaque jour;Pâtes - haricots verts - filet de dinde - yaourt nature sucré;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Réduire les sucres raffinés et manger plus de legumes;Non;Oui;;;Coût, gêne de parler de ses habitudes
2021-11-23 18:10:07.299;Femme;18-34;Citad;Sud;Bac;Etudiant;Chomeur;;;Oui;True;False;False;A tous les repas;1 x par jour;A tous les repas;Jamais;Très rarement;Jamais;Jamais;Jamais;Jamais;Oui;Santé;Je regarde l'étiquette nutritionelle;Protéine;Oui, Autres;Oui je connais, Je n'applique pas;Je réfléchi pas en quantité;Oui;Manger des fibres et des légumineuses.;Oui;Oui;Manger quand on a faim non pas quand on a envie de manger pas de priver mais pas abuser mais aussi faire attention à sa consommation de produit d'origine animal  et de sucre ;Courgette oignons riz soja;Non;Non;Non;Non;Non;Non;Non;Non;Non;Changer lorigine de mon sucre, boire plus d'eau, mais surtout bouger plus ;Consommation de produit d'origine animal, pour ma santé et pour la planète et pour les animaux ...;Non;;;Parce qu'ils ont pas envie de faire les recherches eux mêmes 
2021-11-23 18:11:02.369;Femme;18-34;Citad;Sud;Bac +5;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;1 x par jour;1 x par jour;Très rarement;1 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Santé;Je regarde la provenance du produit;;Non;J'esaye d'appliquer;;Oui;Ne mangez pas trop gras trop sucré trop salé;Oui;Oui;Manger des féculents le midi mais pas le soir, ne plus manger de fruits après 17:00;Midi : féculents, légumes, protéines;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Enlever les sucres ajoutés;Moins de légumes quand j’ai une crise Crohn;Non;;;Peur de payer trop cher
2021-11-23 18:11:41.521;Femme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;1 x par jour;1 x par jour;3 x par semaine;1 x par semaine;1 x par semaine;Jamais;Jamais;Oui;Gout, Santé;Je regarde la provenance du produit;;Non;Oui je connais;;Oui;Eau ;Oui;Oui;Produits variés chaque jour ;Entrée avocat, plat féculent + viande ou poisson + laitage ;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Ré organiser portions quitte à faire plus de repas valoriser le nombres de calories nécessaire ;Non ;Non;;;Peur du prix 
2021-11-23 18:11:56.690;Homme;35-60;Citad;Nord;Bac +5;Salarié;;;;Non;False;False;False;1 x par jour;3 x par semaine;3 x par semaine;5 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;1 x par semaine;Très rarement;Oui;Santé, Le prix;Je regarde le prix;;Non;Oui je connais;;Non;;Oui;Oui;Manger flexitarien ;Je n’équilibre pas mon alimentation sur un repas mais plutôt sur une journée voir la semaine ;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Manger moins calorique ;Non ;Non;;;Le prix et aussi la contrainte 
2021-11-23 18:17:03.658;Homme;35-60;Rural;Sud;Bac;Artisan;;;;Non;False;False;False;5 x par semaine;Très rarement;1 x par semaine;A tous les repas;3 x par semaine;Très rarement;3 x par semaine;Jamais;Jamais;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Manger varié et sans abus;Soupe, fromage, dessert ;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Je poursuis sur cette voie;Arrêter le pain pour perdre du poid;Oui;;;Parce qu'ils ne perdent pas de poid
2021-11-23 18:17:53.555;Femme;18-34;Citad;Sud;Bac+3;Salarié;;;;Oui;False;False;False;1 x par jour;5 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;3 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde le prix;Calories;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Ni trop gras, trop sucre ni trop salé;Carottes râpées, blanquette de veau avec riz, clémentines;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Mpins de sucre ;Régime le sucre ;Non;;;Pas envie de le reconnaître, prix
2021-11-23 18:18:06.077;Femme;18-34;Citad;Sud;Bac;Etudiant;Salarié;Cadre;;Non;False;False;False;1 x par jour;3 x par semaine;1 x par jour;1 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Gout, Le prix;Je regarde le prix;;Non;Je n'applique pas;Je ne mange qu'un repas par jour, ça fait environ 2 ou 3 fruits et légumes;Oui;Ne manger ni trop gras, ni trop sucré, ni trop salé;Oui;Oui;Bien doser, être rassasié;Pommes de terre écrasées, haricots verts vapeur, oeufs au plat (+sauce tomate maison), clémentines;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Avoir un rythme régulier et manger varié;J'évite les produits laitiers car ils me donnent de l'acné;Non;;;Coûteux et ressources trouvables sur internet
2021-11-23 18:19:51.965;Femme;+60;Rural;Sud;Bac;Retraité;;;;Oui;True;False;False;5 x par semaine;5 x par semaine;1 x par jour;Jamais;1 x par jour;Jamais;1 x par jour;Jamais;Jamais;Oui;Santé;Je regarde l'étiquette nutritionelle;Je ne prends que A ou B;Non;Oui je connais;;Non;;Oui;Oui;Protéines,  varie et leger;Legumes, oeufs, fruit;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Restreindre aliments gras;Pas de viande ;Non;;;Prix
2021-11-23 18:21:38.945;Femme;35-60;Citad;Sud;Bac+3;Profession libérale;;;;Non;False;False;False;A tous les repas;1 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;Jamais;3 x par semaine;1 x par semaine;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde le prix;La compo ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Pas trop gras pas trop sucré ;Oui;Oui;Manger de tout mais le moins transformé possible ;Riz / légumes / poulet ;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Limiter les apéros ;Les produits laitiers et viande rouge j’en mange peu car ça me déclenche des crises inflammatoires ;Oui;;;Peur du « régime » je pense, et flemme de faire des efforts
2021-11-23 18:24:02.080;Homme;18-34;Rural;Sud;Bac +5;Cadre;;;;Non;False;False;False;1 x par jour;5 x par semaine;1 x par jour;A tous les repas;1 x par semaine;1 x par semaine;Très rarement;Très rarement;Jamais;Oui;Gout;Je regarde la provenance du produit;;Produit laitier;Oui je connais, J'esaye d'appliquer;;Oui;Pas de viande à tous les repas;Oui;Oui;Manger de tout ;Salade spaghettis bolognaise fromage et dessert type fruit ou compote ;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Manger de tout ;Non ;Non;;;C'est cher
2021-11-23 18:26:18.941;Femme;35-60;Citad;Nord;Bac +5;Salarié;;;;Non;False;False;False;5 x par semaine;5 x par semaine;1 x par semaine;1 x par jour;3 x par semaine;1 x par semaine;Très rarement;Très rarement;Jamais;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais;;Oui;Ni trop gras ni trop salé ni trop sucré;Oui;Oui;Manger une viande et des légumes en quantité suffisante;Steak haricots vert yaourt et  pomme ;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Plus d'alcool ni de gâteaux apéros ;Non ;Non;;;Le coût ?
2021-11-23 18:27:17.154;Femme;35-60;Citad;Nord;Bac +5;Cadre;;;;Non;False;False;False;A tous les repas;A tous les repas;1 x par jour;A tous les repas;A tous les repas;Très rarement;Jamais;Jamais;Jamais;Oui;Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Calories ;Non;Oui je connais;;Non;;Oui;Oui;Un bien être ;Salades verte viande blanche légume féculents ;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Je réduirai les repas , et plus allégé ;Non ;Oui;;;Trop cher pour certaine personne !!!
2021-11-23 18:30:09.013;Homme;35-60;Rural;Nord;Bac +5;Cadre;;;;Non;False;False;False;5 x par semaine;1 x par semaine;1 x par jour;A tous les repas;3 x par semaine;1 x par semaine;3 x par semaine;A tous les repas;A tous les repas;Non;Santé, Aliment rassasiant;Je me fie à l'attrait du marketing;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, Je n'applique pas;Pas le temps ;Oui;Ne pas manger trop de viande rouge;Oui;Oui;Manger un peu de tout;carotte poisson laitage;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Manger moins de trucs sucrés;Je mange moins de gateaux pour perdre du ventre, et c'est pas gagné;Oui;;;Ma soeur est diététicienne: elle me dit de manger de tout... donc je pense que les gens consultent internet!!!
2021-11-23 18:31:02.615;Femme;35-60;Rural;Nord;Bac +5;Cadre;;;;Non;False;False;False;5 x par semaine;Très rarement;1 x par jour;5 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Les constituants alimentaires, et les ingrédients non essentiels.;Non;Oui je connais, J'esaye d'appliquer;;Oui;"Ni trop gras ni trop salé ; boire 1.5 d'eau/jours ; activités physiques régulières ...";Oui;Oui;Varier les aliments et donc les apports nutritionnels;Soupe + dinde haricots et riz + st nectaire. ;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Ce n'est pas mon cas. Mais je conseille de réduire les sodas et les gâteaux industriels;Non;Non;;;Car je pense qu'ils ne sont pas eux-mêmes au courant d'avoir un problème alimentaire. 
2021-11-23 18:33:34.792;Femme;18-34;Rural;Sud;Bac;Etudiant;Salarié;;;Oui;True;False;False;A tous les repas;3 x par semaine;1 x par jour;1 x par jour;Très rarement;Jamais;3 x par semaine;Très rarement;Jamais;Oui;Gout, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Non;J'esaye d'appliquer;;Oui;Boire 2L d’eau par jour;Oui;Oui;Manger trois repas par jour, consommer régulièrement des légumes de tout type, équilibrer l’es apport en vitamines, fer ect;Légume, féculent, yaourt et de l’eau;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Limiter mes apport calorique ;"Très peu de viande (uniquement blanche et très rarement), peu de choses grasses, éviter les glucides qui sur fermentent (les types de choux), pas de lactose
Équilibrage alimentaire dû à une maladie des intestins";Oui;;;Parce qu’ils pensent pouvoir suivre un régime sur internet ou autre alors que le plus souvent ils mettent leur santé en danger 
2021-11-23 18:36:03.931;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;5 x par semaine;1 x par jour;A tous les repas;Très rarement;3 x par semaine;1 x par semaine;Très rarement;3 x par semaine;Jamais;Non;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Les calories ;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;Ne mangez pas trop gras, trop sucré, trop salé;Oui;Oui;Manger sainement mais sans se priver, savoir se faire plaisir tout en faisant plaisir à son corps;Une portion de féculent et une portion de légumes;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Je ne priverais pas, parce que c’est le meilleur moyen pour reprendre encore plus poids dans le temps. Je mangerais équilibré tout en m’autorisant quelques plaisirs quand j’en ai envie, sans exagération bien sûr. ;Oui pour ma santé, j’essaie de manger plus régulièrement des légumes ;Oui;;;Je pense principalement pour une question d’argent et parce que les gens n’ont pas forcément envie de changer leur alimentation (on adore se plaindre mais pas changer les choses pour lesquelles on se plaint haha)
2021-11-23 18:36:34.535;Homme;35-60;Rural;Nord;Bac+3;Salarié;;;;Non;False;False;False;3 x par semaine;3 x par semaine;5 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Gout, Santé;Je regarde le prix;;Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Produit laitier;J'esaye d'appliquer;;Non;;Oui;Oui;De tout en quantité raisonnable ;Légumes et poulet sauce moutarde et yaourt ;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Attention aux matières grasses ;Le petit-déjeuner, plus sain ;Oui;;;Cher et avis trop différents
2021-11-23 18:37:10.919;Homme;18-34;Citad;Sud;Bac;Etudiant;Salarié;Cadre;;Non;False;False;False;1 x par jour;5 x par semaine;5 x par semaine;1 x par jour;5 x par semaine;5 x par semaine;Très rarement;Très rarement;Très rarement;Oui;Santé, Le prix;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Eviter de manger trop dd viande rouge ;Oui;Oui;Les bonnes doses de féculents, viandes, et legumes;100g de viandes, 100g de feculents, 200g de legumes ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Stopper les excès ;Éviter de manger n'importe quoi afin de maintenir son poids;Oui;;;Ils ont peur du jugements 
2021-11-23 18:40:16.445;Femme;18-34;Citad;Sud;Bac;Etudiant;Artisan;;;Non;False;False;False;1 x par jour;1 x par jour;3 x par semaine;1 x par jour;1 x par semaine;1 x par semaine;1 x par semaine;1 x par jour;Très rarement;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde le prix;Énergie ;Non;Oui je connais, J'esaye d'appliquer;;Non;Pour bien manger , ne manger pas trop gars trop sucré trop salé ;Oui;Oui;Des plats sans additif , frais ;Soupe de légume salade et poulet ;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Éviter les sodas ;Les biscuits trop sucrés ;Oui;;;Honte 
2021-11-23 18:42:09.832;Femme;35-60;Citad;Nord;Bac;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;1 x par jour;1 x par jour;1 x par semaine;Très rarement;1 x par semaine;Très rarement;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Les additifs ;Non;Oui je connais, Je n'applique pas;;Oui;Bio;Oui;Oui;Repas variés ;Salade de crudités,Pavé de saumon en papillote,épinards sautés, fromage ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Réduire les quantités, ne pas sauter de repas et manger lentement.;Non;Oui;;;Manque de volonté ou difficulté et manque de confiance 
2021-11-23 18:46:06.674;Homme;35-60;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;3 x par semaine;1 x par semaine;5 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;Très rarement;A tous les repas;Jamais;Oui;Gout;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;Contraignant;Oui;Évitez de manger trop gras trop sucré trop salé ;Oui;Oui;Pas trop gras,  varié l'alimentation ;Assiette de carotte râpées, Assiette de pâte et viandes blanches, laitages ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Arrêté les gateaux le soir;Oui plus de pâtes avant les compétitions ;Non;;;Pour équilibrer leur repas  savoir quoi manger
2021-11-23 18:48:20.805;Femme;35-60;Rural;Nord;Bac;Retraité;;;Salarié;Non;False;False;False;A tous les repas;1 x par jour;3 x par semaine;3 x par semaine;5 x par semaine;Très rarement;3 x par semaine;3 x par semaine;Très rarement;Oui;Santé;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Penser aux vitamines ;Légumes légumineuses ;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Pas de sucre;Peu de viande rouge .pas nécessaire ;Non;;;Pb d’argent 
2021-11-23 18:50:13.462;Femme;35-60;Rural;Nord;Bac+3;Salarié;;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par jour;1 x par jour;1 x par semaine;3 x par semaine;Jamais;3 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Calories ;Non;Oui je connais;Impossible. Entrée/plat/ dessert Ça fait trop.  Et budget aussi;Non;;Oui;Oui;Manger de tout. Eviter sucre et gras;Strack légumes yaourt;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Arrêter sucre et gras;Evite le sucre;Non;;;Cher et non remboursé.  Pas envie de faire un régime et d'être culpabilisé 
2021-11-23 18:53:41.457;Homme;18-34;Citad;Sud;Bac +5;Salarié;;;;Non;False;False;False;1 x par jour;1 x par semaine;1 x par jour;3 x par semaine;Très rarement;1 x par semaine;Très rarement;3 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde le prix;;Non;Je n'applique pas;Je n'y fais pas attention, dans tous les cas c'est arbitraire comme recommandation et mon alimentation est déjà relativement riche en fruits et légumes;Oui;limiter l'alcool, le sucre, le sel;Oui;Oui;Ne pas trop manger, consommer des produits frais, manger une variété d'ingrédients avec des apports nutritionnels interessants;assiette de riz avec sauce tomate et poellée de légumes;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Je limiterais le sucre et la quantité totale de calories que je consomme chaque jour;Je mange très peu de viande par conscience écologique et économique;Non;;;Ils pensent avoir les réponses? dans le cas de la perte de poids la plupart des gens ont une idée de quoi faire pour en perdre, du coup ils se disent pas qu'un diététicien va aider. Pour les autres problemes comme les carences, peut être qu'ils auront plus tendance à aller vers un professionnel de la santé comme leur généraliste pour s'assurer que c'est lié à l'alimentation
